id,user_id,song_id,substring,inserted_at,updated_at
83898d2a-1fc1-41b1-af0b-8c64b4b6f33b,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,7e443e5b-1e54-4e91-ba69-5690477b6733,like,2016-11-05 17:03:36.821264,2016-11-05 17:03:36.827784
29402e22-0184-4139-abee-09b9a7ce67b1,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,b114ea2e-903d-4ed0-aeba-f6e6a59a27a3,up,2016-11-05 17:07:00.487939,2016-11-05 17:07:00.494523
bcca0f91-cb63-4753-86ec-767b557f25ca,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,8cb475ba-3fb9-405c-a006-82aa34ee4ed8,up,2016-11-05 17:08:23.419358,2016-11-05 17:08:23.432571
77eafe3d-2bd9-458d-acfa-56a87d91d9e2,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,70f28e35-0920-4b60-91db-5f8181313acc,up,2016-11-05 17:08:56.766258,2016-11-05 17:08:56.772696
8abc87af-29a1-4cd4-999e-f652dbddebeb,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,383c14f5-738c-4309-89b6-65b9ff25e707,like,2016-10-26 19:31:39.435267,2016-11-05 17:23:08.259934
1da26051-3d5a-4865-b030-7490c01b41c6,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,1e366e7d-51fb-429a-afd7-38f78268b08e,up,2016-11-05 17:23:42.293885,2016-11-05 17:23:42.299749
3e80ce9a-4c7e-4014-b2f8-4ddc5b8324da,f1c4798e-cda7-496d-928e-558c651180ce,7e443e5b-1e54-4e91-ba69-5690477b6733,like,2016-11-05 18:09:40.255721,2016-11-05 18:09:40.30738
80cd10c6-a76a-47e4-aaf5-9ae7083c1358,f683699f-bfd6-4119-8054-8fdf83706209,c62edd12-a9f9-4fe7-b3ce-b65e9d8a63b2,like,2017-01-22 12:44:42.329777,2017-01-22 12:44:42.341561
b0a45c0d-bb57-45c3-a1d8-ebac251324ae,0bca2261-7c2c-4ffd-9709-5c9317848d1a,c62edd12-a9f9-4fe7-b3ce-b65e9d8a63b2,like,2016-12-08 23:29:23.355474,2016-12-08 23:29:23.431837
de8c6f4a-9455-4134-97f1-56fce9f93be2,0bca2261-7c2c-4ffd-9709-5c9317848d1a,cc7a6e97-33a1-4958-aa92-440c0f155bc9,like,2016-12-08 23:44:24.723697,2016-12-08 23:44:24.735924
dd813201-2f4d-4037-b035-f0dba2b7593d,001ce697-b405-49aa-b259-75ded72afcb2,8108bd37-f59b-4a0f-bfaf-b97c231da2c8,up,2016-11-06 11:07:37.403418,2016-11-20 12:29:18.49492
cbc15622-4d43-4583-b985-6d391902d817,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,4d53ac01-bc4a-430d-8a1e-31fe80452686,like,2017-01-26 01:15:21.97078,2017-01-26 01:15:27.489228
8192f9c7-0e5b-4395-88f0-361a3cecf149,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,deca9d9e-9b55-4d23-b467-99d8eef8e269,up,2016-12-09 15:23:40.752259,2016-12-09 15:23:40.762193
2c8aef5c-0157-47fc-81e9-246130616bf8,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,a6c29924-736a-42cc-bd06-db66ace7a2e6,like,2017-01-26 01:16:30.461669,2017-01-26 01:16:30.468613
c6a2a843-a853-471a-9846-34f441eaeb28,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,3ac69e31-ed72-4e8a-bc49-2bd9014769ea,like,2017-01-26 01:17:20.072329,2017-01-26 01:20:33.982583
6199a526-f993-425d-818f-c10e142942cb,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,414077ab-9358-40e2-88a2-5ad860dd81da,up,2017-01-26 01:20:44.97006,2017-01-26 01:20:44.978126
e719007c-104c-4729-995d-0cacc36e9b46,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,c0136e8c-7e64-4d20-8028-04fef8537e2c,like,2017-01-26 01:22:19.048356,2017-01-26 01:22:19.058404
19bbce48-e24d-4ba7-b5cb-fb7d3f773e75,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,4ac2b99b-f87e-4e98-bab8-cbf94ceaa95c,like,2017-01-26 01:23:07.058845,2017-01-26 01:23:07.067329
8c314b98-abda-433f-8af0-b8deac334d76,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,1871269e-2265-420c-80af-2f7d39616037,up,2017-01-26 01:23:27.72579,2017-01-26 01:23:27.732544
2b48490e-8d5e-4353-9769-cc36d9273600,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,a214fbec-8b4a-41c2-a355-1a4216092723,like,2017-01-26 01:20:21.968626,2017-01-26 01:23:33.519209
1e86111f-16d7-42e4-a515-b4eb3b2d9bbb,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,aa688d3e-ebc2-42ef-946a-af2df8060e11,like,2017-01-26 01:24:09.342078,2017-01-26 01:24:09.348777
8c50d974-200e-4a67-a375-4042a1cd6f16,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,babcd4ef-5e45-4479-9878-deb1f5a38fa2,like,2017-01-26 01:25:04.987774,2017-01-26 01:25:04.994679
d8b72fb2-291c-47be-9b47-0d38d068f436,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,585c7875-41f5-499f-a44d-b45b896b89f6,up,2017-01-26 01:25:14.46453,2017-01-26 01:25:14.472519
c3be0096-7380-4919-9978-9d18bba0b2d5,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,cdf92847-9e43-487b-ba26-df7294167168,like,2017-01-26 01:25:38.056192,2017-01-26 01:25:38.062479
04d2bdda-9fb0-4319-afe7-1d4568511e45,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,2edfd7a9-c955-488c-8aa3-772c779bb9de,like,2017-01-26 01:26:39.307489,2017-01-26 01:26:39.315157
2541a791-361a-4241-8044-449b907ab566,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,b525daaa-4bb8-4519-b66c-162e6ca52049,like,2017-01-26 01:28:30.974522,2017-01-26 01:28:30.984019
57c7265f-bb29-485d-8751-302968311c44,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,3108291a-071a-4112-bd5b-5c21caf1b2fb,like,2017-01-26 01:21:23.190731,2017-02-06 15:49:45.986099
87d772f0-f2f8-4c2a-94fe-5085ea866c52,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,3108291a-071a-4112-bd5b-5c21caf1b2fb,like,2017-01-26 21:18:32.680776,2017-01-26 21:18:32.690681
3bdfc7f3-3c3c-4a69-a85d-97fa5fafcf87,f683699f-bfd6-4119-8054-8fdf83706209,68f0da20-9d01-4ce9-bb2a-0725b1accc61,like,2016-11-06 13:58:40.936844,2016-11-06 13:58:40.944194
b4144bff-4804-4b1e-94f2-76a5709fa6d9,f683699f-bfd6-4119-8054-8fdf83706209,dc9b94aa-24e5-496e-92bf-da2662c6d21e,like,2016-11-06 14:16:27.862896,2016-11-06 14:16:27.870522
99202f1e-dcee-43e0-bd8a-94b24b87a91a,6a449bc6-0c12-4d33-99e3-f657504732d2,17cffa55-a40e-4a98-8d73-72633b25671e,like,2016-12-12 01:33:19.218442,2016-12-12 01:33:19.228531
7cd373a0-67bd-4ee5-ae22-8065c02aa1cb,6a449bc6-0c12-4d33-99e3-f657504732d2,c5774e9f-ec01-4b06-a572-a7a8825c9c8a,like,2016-12-12 01:33:24.147798,2016-12-12 01:33:24.157713
a7d02d8f-35cd-45ea-8e6f-f0a257937454,6a449bc6-0c12-4d33-99e3-f657504732d2,621cff5a-2e85-471b-89ef-08d35fd4d628,like,2016-12-12 01:34:10.658953,2016-12-12 01:34:10.670894
ae91006d-ad2a-4165-b6f0-4b7d0792afa1,6a449bc6-0c12-4d33-99e3-f657504732d2,89317188-7243-46d4-a3a5-235b84ccd1c9,up,2016-12-12 01:35:05.784238,2016-12-12 01:35:14.792745
2ed84bc4-bf9e-4850-9b37-17afe3f96e5b,6a449bc6-0c12-4d33-99e3-f657504732d2,e85e73b6-48b3-4ade-9efc-970df9579657,like,2016-12-12 01:35:43.831184,2016-12-12 01:35:43.837691
7974b553-c211-4876-a5d1-eddcc1c97997,6a449bc6-0c12-4d33-99e3-f657504732d2,f17b55f6-6c20-45d9-bcd2-391d1e0a65d9,up,2016-12-12 01:41:45.899721,2016-12-12 01:41:48.767193
bc41d0bb-eeee-4e6b-8288-0bcf93334fcf,6a449bc6-0c12-4d33-99e3-f657504732d2,cc7a6e97-33a1-4958-aa92-440c0f155bc9,like,2016-12-12 01:43:13.34524,2016-12-12 01:43:13.350289
90a596b0-661f-4203-9ea1-ce538cabbecf,6a449bc6-0c12-4d33-99e3-f657504732d2,34e96512-5403-4ccc-b90c-2619e3289481,up,2016-12-12 01:44:04.85989,2016-12-12 01:44:04.866294
5c751f61-f826-4073-975b-5a8421f9628a,f683699f-bfd6-4119-8054-8fdf83706209,ecc11a7c-e27c-43ec-a32a-2f72e5d62f65,like,2017-01-28 13:41:50.049172,2017-01-28 13:41:50.072802
0a6a5479-fc84-45e7-b86d-338fdf8a6400,f683699f-bfd6-4119-8054-8fdf83706209,20f7e5ed-728c-48eb-8a4e-e47a39a038b9,like,2016-11-06 17:03:48.768091,2016-11-06 17:03:49.857136
4cb87ee1-3d04-4d07-bd0a-e19e207d91d9,f683699f-bfd6-4119-8054-8fdf83706209,83c1e6e9-cd4c-4543-bfd7-1f9b555a2537,like,2017-01-28 13:46:04.684639,2017-01-28 13:46:04.7002
db439e82-6d08-4c63-8392-c764775f8b27,9197e0d8-75ca-4090-88a6-1bf2617eb741,25910c5f-ed36-43ac-844b-f4ca1ddcfa15,up,2016-12-12 05:02:34.045091,2016-12-12 05:02:34.055517
624afc22-193c-41b3-b8db-2eb37123c760,6a449bc6-0c12-4d33-99e3-f657504732d2,7e443e5b-1e54-4e91-ba69-5690477b6733,up,2016-11-08 22:03:59.349479,2016-11-08 22:03:59.374041
cd6db9a1-47b0-49de-b81a-3c561c123e80,001ce697-b405-49aa-b259-75ded72afcb2,4d53ac01-bc4a-430d-8a1e-31fe80452686,like,2017-01-28 15:15:09.482308,2017-01-28 15:15:09.490336
f2a4f63c-b85e-401d-85ed-2ac634d3675d,6a449bc6-0c12-4d33-99e3-f657504732d2,1e366e7d-51fb-429a-afd7-38f78268b08e,up,2016-11-08 22:05:34.833199,2016-11-08 22:05:34.849454
cb25e7c9-9b31-4f1d-90bf-4ea0f313687f,6a449bc6-0c12-4d33-99e3-f657504732d2,b114ea2e-903d-4ed0-aeba-f6e6a59a27a3,like,2016-11-08 22:06:07.88901,2016-11-08 22:06:07.898633
d3f2b717-e64f-43f9-96b3-bcf55c1c5206,6a449bc6-0c12-4d33-99e3-f657504732d2,70f28e35-0920-4b60-91db-5f8181313acc,up,2016-11-08 22:08:34.125368,2016-11-08 22:08:34.141619
037bb04a-14a2-488f-8f24-b8945d343ec4,6a449bc6-0c12-4d33-99e3-f657504732d2,383c14f5-738c-4309-89b6-65b9ff25e707,up,2016-11-08 22:13:21.791457,2016-11-08 22:13:21.800182
1b2a94dc-aee1-49b7-b4bd-0dd0db6f8bd9,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,5206c302-8098-4ded-80ea-4e493cc04120,up,2016-12-13 20:29:47.995146,2016-12-13 20:29:48.022342
18e52f17-7b13-479b-af13-34bebcc30929,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,ecc11a7c-e27c-43ec-a32a-2f72e5d62f65,like,2016-12-13 20:57:21.558306,2016-12-13 20:57:21.588916
39a6549b-2c22-47f2-aaeb-28b183e0dd6e,a29dde91-29c7-4fa8-94e8-65a58e38d842,9e34ea9c-370e-47a8-8fd8-8a12b694b899,like,2016-11-09 15:37:09.214038,2016-11-09 15:37:09.239309
7de34401-85c0-4e97-ac20-d979f3d3fb15,001ce697-b405-49aa-b259-75ded72afcb2,c0136e8c-7e64-4d20-8028-04fef8537e2c,like,2017-01-28 16:27:43.274689,2017-01-28 16:27:43.284361
8588c379-5cfe-4919-8bcd-f990e1b7735e,0bca2261-7c2c-4ffd-9709-5c9317848d1a,608d3f29-a85c-458f-9b7e-73ffe76cc90c,up,2016-12-16 04:18:45.060441,2016-12-16 04:18:45.06947
ff469601-8e43-48db-9c97-5ac46d08acc6,0bca2261-7c2c-4ffd-9709-5c9317848d1a,b10d08ea-8175-4817-b50b-2a3030a6d6aa,like,2016-12-16 04:25:14.906016,2016-12-16 04:25:14.914443
b8f2bf0d-beff-4465-8aa2-25c4ead0b5b3,001ce697-b405-49aa-b259-75ded72afcb2,1871269e-2265-420c-80af-2f7d39616037,up,2017-01-28 16:43:52.495525,2017-01-28 16:43:52.501949
73d3bfd6-bfd7-44c5-b36e-300f6210e8bf,0bca2261-7c2c-4ffd-9709-5c9317848d1a,77f28ab6-be10-4ffc-a337-ba64d2c8a808,like,2016-12-16 04:30:41.881381,2016-12-16 04:30:41.889885
77064e8b-6db8-450b-b564-c732ab1b2548,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,8a81bb67-334a-4de6-a40f-143f3ba55646,up,2016-11-10 15:10:43.58834,2016-11-10 15:10:43.610998
0a78ef47-0506-4c59-9db8-35f7a64f1f2c,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,1ffae41b-03fe-4032-a182-f04573d38f89,like,2017-01-29 16:22:49.135489,2017-01-29 16:22:49.199006
a1347c12-6881-4d76-a50d-cd01aee2a309,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,9e34ea9c-370e-47a8-8fd8-8a12b694b899,up,2016-11-10 15:11:19.697782,2016-11-10 15:11:19.703393
6e8aaf79-8178-4153-afcc-57648eba1779,0bca2261-7c2c-4ffd-9709-5c9317848d1a,83c1e6e9-cd4c-4543-bfd7-1f9b555a2537,like,2016-12-16 05:26:28.631476,2016-12-16 05:26:29.280998
dc76b9f8-e7de-4430-8c4c-9e4c30ff195a,f1c4798e-cda7-496d-928e-558c651180ce,1ffae41b-03fe-4032-a182-f04573d38f89,like,2017-01-29 20:14:11.619004,2017-01-29 20:14:11.627256
6231437a-e5c6-4b20-a3e7-1fccd3b6e094,f683699f-bfd6-4119-8054-8fdf83706209,bb50af0b-5d19-4a98-aa2a-966512aeae53,like,2016-11-12 11:11:56.065243,2016-11-12 11:11:56.072272
3f073940-44cc-4fb0-81ce-a2e5d5c3eb8f,6a449bc6-0c12-4d33-99e3-f657504732d2,ecc11a7c-e27c-43ec-a32a-2f72e5d62f65,like,2016-12-16 20:49:56.829131,2016-12-16 20:49:56.835843
74df0a9a-b477-4144-b1b4-95586887e215,6a449bc6-0c12-4d33-99e3-f657504732d2,83c1e6e9-cd4c-4543-bfd7-1f9b555a2537,like,2016-12-16 20:49:59.148961,2016-12-16 20:49:59.153329
79c0a77b-0d8f-4ac3-b6d5-c527b9b9acfb,6a449bc6-0c12-4d33-99e3-f657504732d2,5121faf3-71c7-40d1-8809-51ac1c894e35,like,2016-12-16 20:50:01.677178,2016-12-16 20:50:01.683212
167aad32-f210-4791-8cff-78ce56d0f747,f1c4798e-cda7-496d-928e-558c651180ce,8a81bb67-334a-4de6-a40f-143f3ba55646,like,2016-11-13 04:33:24.632185,2016-11-13 04:33:24.638384
d8ed04d7-e31b-4eb1-b123-d758fd4eb467,aaf6c7c2-e4cf-49ac-a5f9-2cf7fdce1297,36450161-7f19-4173-ac24-d949d66ba42a,up,2016-11-13 09:28:29.481359,2016-11-13 09:28:29.511576
7b5982e1-8d29-43d9-aa2f-7a968d6f687e,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,48315753-5c02-400c-88f8-48824de7f91d,like,2017-01-31 23:17:02.596444,2017-01-31 23:17:02.607381
3148cf04-ad12-474e-9418-83f367596ff0,001ce697-b405-49aa-b259-75ded72afcb2,5206c302-8098-4ded-80ea-4e493cc04120,like,2016-12-17 12:28:23.522212,2016-12-17 12:28:23.542254
aa6bbfab-b26b-4a00-b66f-5ffada5a7937,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,de42200d-67e8-4512-901d-b193a3ff16dd,like,2017-01-31 23:17:17.70116,2017-01-31 23:17:17.707309
a7776c6a-c709-4647-b227-3be80aa6d127,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,b7d1a601-faff-4585-bc71-9acabd5542c2,like,2017-01-31 23:17:25.057951,2017-01-31 23:17:25.063134
25547275-0d43-4a40-841a-4e4f42739f4a,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,a82839fc-23f2-438e-946e-105b21462887,like,2017-01-31 23:17:32.096774,2017-01-31 23:17:32.102806
eb763046-8ee5-481d-9e69-99c3abae21ad,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,f39ee693-28c5-40d0-80bb-5876a7aea5b2,like,2017-01-31 23:19:33.88662,2017-01-31 23:19:33.892982
dda099f6-ab9f-46e1-9106-690eff5c7667,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,ad2b259e-d92c-4094-9a1b-d310b9f7d6f1,like,2017-01-31 23:20:09.612343,2017-01-31 23:20:47.499823
259f5cc5-bad3-4048-a42f-641f5fb7f3af,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,d71bba8d-0d8f-43a8-89ab-9086d4959dc0,like,2017-01-31 23:21:46.945776,2017-01-31 23:21:46.950714
d5407ff7-d82f-477a-a134-d712ac8631fa,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,978ac587-a1a3-4f95-98a8-0b9120fa3fff,like,2017-01-31 23:22:08.547506,2017-01-31 23:22:08.552987
7c8c855c-c09f-404b-8f33-ee32cc3a56af,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,03bfc5a7-1827-4a62-bab3-ceabed417366,up,2017-01-31 23:22:13.573196,2017-01-31 23:22:13.578625
827bb350-af82-4f04-994d-c38b36508113,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,58c8a6ed-6af6-40ce-bfcf-96fd0c76affe,like,2017-01-31 23:23:17.793018,2017-01-31 23:23:17.798129
5a9a1b52-3968-481b-9b6f-071a3c8b5516,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,93a68b4c-970d-4068-a191-76828d1a2aba,like,2017-01-31 23:24:02.049221,2017-01-31 23:24:02.055816
5b60f8c4-9e77-4918-8c8b-bd33424bc01a,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,1ffae41b-03fe-4032-a182-f04573d38f89,like,2017-01-31 23:29:55.516456,2017-01-31 23:29:55.52182
314380d3-0104-46b6-9096-83e6f4a00774,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,817e773d-ae92-465e-b2d2-2d07971be02f,up,2017-01-31 23:30:16.009879,2017-01-31 23:30:16.01723
c5149dd7-4e5b-414b-9c8c-950baf50026b,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,dc02af8f-0994-4e64-9ff5-daf7800a8492,like,2017-01-31 23:30:23.294279,2017-01-31 23:30:23.299591
e6d5d740-fe01-435c-97ea-8d56e351bd17,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,7b154af1-b4c2-45d4-8df0-8fa3036f5be1,up,2017-01-31 23:33:21.227736,2017-02-02 00:23:23.656661
1fe09d11-621a-46a3-9231-333d7aab87b9,f683699f-bfd6-4119-8054-8fdf83706209,44119063-9b9f-489e-9fe2-19f918020829,like,2016-11-13 17:29:50.759389,2016-11-13 17:29:50.767473
49afbc08-3042-4ccb-b678-c15fdd0292d6,744a36a0-2f3e-4594-aeee-eba72c9193f4,cdf92847-9e43-487b-ba26-df7294167168,like,2017-02-01 23:06:38.344791,2017-02-01 23:06:38.381052
f63d5ca8-4e14-47b8-b98c-2b87edcac97b,c1f74383-e130-4b0a-82c0-599534035540,e49c20a2-07b2-4ee7-a8c8-ebdc56107d8c,up,2017-02-02 00:25:20.948764,2017-02-02 00:25:20.964521
bc84225e-f8e5-4395-8385-afb4bcd859f3,c1f74383-e130-4b0a-82c0-599534035540,7b154af1-b4c2-45d4-8df0-8fa3036f5be1,up,2017-02-02 00:25:25.617739,2017-02-02 00:25:25.625499
577f0aac-4d33-433c-b0ad-e266d01d36a6,c1f74383-e130-4b0a-82c0-599534035540,817e773d-ae92-465e-b2d2-2d07971be02f,like,2017-02-02 00:25:45.253499,2017-02-02 00:25:45.272211
f324fee8-ac03-4d39-be57-1b20fdc18fdd,c1f74383-e130-4b0a-82c0-599534035540,1ffae41b-03fe-4032-a182-f04573d38f89,like,2017-02-02 00:25:48.213877,2017-02-02 00:25:48.226983
4c761e90-7f2c-4227-a58d-f434a5fa09dc,c1f74383-e130-4b0a-82c0-599534035540,3108291a-071a-4112-bd5b-5c21caf1b2fb,like,2017-02-02 00:26:04.55496,2017-02-02 00:26:04.569335
dd9a3642-5227-43ec-8576-ca74e693de34,c1f74383-e130-4b0a-82c0-599534035540,03bfc5a7-1827-4a62-bab3-ceabed417366,up,2017-02-02 00:26:26.904697,2017-02-02 00:26:26.913746
1d0d8a25-3e0c-429a-ab68-40dd1eaefa1f,c1f74383-e130-4b0a-82c0-599534035540,978ac587-a1a3-4f95-98a8-0b9120fa3fff,like,2017-02-02 00:26:30.159258,2017-02-02 00:26:30.166767
eeb575d1-f9b9-40c1-b1ae-22bd5293fa1f,c1f74383-e130-4b0a-82c0-599534035540,1871269e-2265-420c-80af-2f7d39616037,up,2017-02-02 00:26:32.422692,2017-02-02 00:26:32.43407
44000795-952e-409f-93d3-a3f85532fc9a,c1f74383-e130-4b0a-82c0-599534035540,83cc485a-d1d9-4cde-9a7a-c57a9de4a94f,up,2017-02-02 00:26:50.827485,2017-02-02 00:26:50.847607
f5888bf3-966b-4e20-bb7b-0eaaa03f1532,c1f74383-e130-4b0a-82c0-599534035540,585c7875-41f5-499f-a44d-b45b896b89f6,up,2017-02-02 00:26:57.93348,2017-02-02 00:26:57.955741
00e8a39b-5bf9-47b5-8129-eaa719f4051b,c1f74383-e130-4b0a-82c0-599534035540,2edfd7a9-c955-488c-8aa3-772c779bb9de,like,2017-02-02 00:27:14.389186,2017-02-02 00:27:14.402071
708705d6-21e6-4541-9106-6c6a197cf7bc,c1f74383-e130-4b0a-82c0-599534035540,de42200d-67e8-4512-901d-b193a3ff16dd,like,2017-02-02 00:27:20.728691,2017-02-02 00:27:20.74094
e7c7944a-05a1-4a10-b60d-76fad5e86c18,c1f74383-e130-4b0a-82c0-599534035540,b7d1a601-faff-4585-bc71-9acabd5542c2,like,2017-02-02 00:27:29.653909,2017-02-02 00:27:29.677634
2db9856f-c54a-4b21-bd7d-4c3d3606d738,c1f74383-e130-4b0a-82c0-599534035540,b525daaa-4bb8-4519-b66c-162e6ca52049,like,2017-02-02 00:27:35.589962,2017-02-02 00:27:39.262572
30216eff-d4ee-48eb-8f50-6996a4885285,c1f74383-e130-4b0a-82c0-599534035540,414077ab-9358-40e2-88a2-5ad860dd81da,like,2017-02-02 00:25:58.916991,2017-02-02 00:28:14.034914
c5e2ee57-d7d8-4234-83e7-487422f83762,76e744be-8016-45e5-9e6f-68f98f310ae2,b10d08ea-8175-4817-b50b-2a3030a6d6aa,like,2016-11-14 15:17:55.027987,2016-11-14 15:17:55.046544
9c9237ce-a5ea-475f-9421-c2fc2f47e160,76e744be-8016-45e5-9e6f-68f98f310ae2,cc7a6e97-33a1-4958-aa92-440c0f155bc9,like,2016-12-17 17:10:01.253612,2016-12-17 17:10:01.262342
859a8405-7a00-47a8-ba0e-63ae3d9b79e1,744a36a0-2f3e-4594-aeee-eba72c9193f4,3108291a-071a-4112-bd5b-5c21caf1b2fb,like,2017-02-02 01:42:05.793307,2017-02-02 01:42:06.465355
ffae0362-aaf5-447d-b1d8-7d17c91ac0a3,9197e0d8-75ca-4090-88a6-1bf2617eb741,608d3f29-a85c-458f-9b7e-73ffe76cc90c,up,2016-11-14 15:44:05.923366,2016-11-14 15:44:05.939821
f14bf2a1-d192-4f22-ae9f-07c1da287cec,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,442137cd-3db2-46a4-94f3-859105e0e7ff,like,2017-02-02 23:27:37.658245,2017-02-02 23:27:37.664459
ae246d2e-2871-4e93-8dbc-7f1c5f927302,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,dc9b94aa-24e5-496e-92bf-da2662c6d21e,like,2016-12-18 09:01:15.653138,2016-12-18 09:01:15.68129
4e60ba00-1f36-473d-8c78-535b00673ccc,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,ed7eb1a1-09e9-4043-b9c9-16fe7fa193b4,like,2017-02-02 23:28:02.473706,2017-02-02 23:28:02.478408
