id,user_id,song_id,text,inserted_at,updated_at
9f509ad1-e61d-42c4-9d08-776c58e1a794,7793d29b-5f59-4ec1-bffa-5af22f5ed973,5c18b75c-829f-43c8-90a3-f3e79fa13c9c,"Needs a little editing, but loving this song. :-)",2017-05-13 17:05:59.885461,2017-05-13 17:05:59.885461
3650664d-4c18-4b24-af0c-a64cce4a7e39,a29dde91-29c7-4fa8-94e8-65a58e38d842,9e34ea9c-370e-47a8-8fd8-8a12b694b899,This is an 11,2016-11-09 15:36:40.737571,2016-11-09 15:36:40.737571
65e544c7-77a3-40ae-be0a-f6de4d5e2112,36e7e58e-6049-4d2d-991e-fa803df9fb71,97aa4c3e-7cf4-4a86-9207-a791b1ff0498,https://www.youtube.com/watch?v=IXQmrdplLJQ,2016-11-23 14:27:45.069744,2016-11-23 14:27:45.069744
749276f3-40cf-4035-a0fc-4402b74492cf,36e7e58e-6049-4d2d-991e-fa803df9fb71,65038591-c12b-474f-b62e-76eb3e0b0ad5,https://www.youtube.com/watch?v=Pm9l4QEaCNU,2016-11-23 14:29:23.220815,2016-11-23 14:29:23.220815
a1e934cc-1fd1-4a0b-bcbd-09aa7e58b7ab,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,49243f75-bf3f-4907-be6e-67ac2b9b9794,"Here is a clean version in case anyone is interested. https://www.youtube.com/watch?v=GWkhqrwUnag",2017-05-22 19:49:42.566743,2017-05-22 19:49:42.566743
ac9a61aa-3002-4002-a242-f0c3ac19f479,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,6221b40b-3ca2-4ace-8fde-0fe2e8d9accc,"Yikes!",2017-01-26 21:08:04.072108,2017-01-26 21:08:04.072108
ebfbca22-af61-4f73-8a71-dee3e672244c,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,8d05cddf-354a-4060-ad56-0e3744d6a1fa,"Great song Toni, thanks !",2017-02-06 15:39:58.729784,2017-02-06 15:39:58.729784
0753ecc3-e02c-4644-8364-7661e4f02c95,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,c41b56aa-954a-42ad-b434-dc558245193a,Not new to me Toni ;-),2017-02-06 16:50:47.192764,2017-02-06 16:50:47.192764
ef1dc13d-c23c-4c07-8893-f147993e506b,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,e7c5f434-be57-46d6-9aec-27c742f31164,Not new to me Ruby ;-),2017-02-06 16:51:12.812513,2017-02-06 16:51:12.812513
09e0ee40-0eb0-4575-80f2-c3c4d4543fcc,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,ec615d23-14d7-4bb0-bf53-328f67ef35e6,"Foor tested yesterday, good responce !",2017-02-06 16:52:17.155355,2017-02-06 16:52:17.155355
21ef3a71-d9d6-47ed-b570-0831c25b010f,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,e49c20a2-07b2-4ee7-a8c8-ebdc56107d8c,"Foor tested yesterday Garry, good responce !",2017-02-06 16:53:38.387548,2017-02-06 16:53:38.387548
2fac4e06-1d06-4967-afc1-5ae874d0a434,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,de42200d-67e8-4512-901d-b193a3ff16dd,"Foor tested yesterday Emily, good responce !",2017-02-06 17:02:14.186432,2017-02-06 17:02:14.186432
47370cf6-d10a-4519-ae19-aa89c1fd7ed7,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,1871269e-2265-420c-80af-2f7d39616037,"Foor tested several times Danny, Hit !",2017-02-06 17:03:09.980008,2017-02-06 17:03:09.980008
c4392fc4-f78d-4e06-91a3-f31dff202663,f4e287e9-e294-4b68-bce9-279f7c529b84,a33dec60-bd8d-484b-9b37-25104deb73eb,"This was released over a year ago, but I can't find it posted previously. Nice chilled, late night vibe. ",2017-03-04 13:41:47.569541,2017-03-04 13:41:47.569541
345fd6a3-edc8-44bf-aa4b-374969b430a7,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,83c1e6e9-cd4c-4543-bfd7-1f9b555a2537,"The link's not working for me - so here's another for anyone else with the same problem -) https://www.youtube.com/watch?v=bpeRTXhJbms",2017-03-15 14:27:07.346754,2017-03-15 14:27:07.346754
15564d49-f082-4cb6-a3b6-bff15c56c3e3,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,0dac1630-70ae-4e03-8180-519f7978abb2,"link's not working for me - here's another :-) https://www.youtube.com/watch?v=2RRY3OVqtwc",2017-03-15 14:29:12.510128,2017-03-15 14:29:12.510128
563daa18-206f-4bd0-a3ad-111e7c049fc0,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,aafc79fa-badb-4033-94c6-50ef34c7267a,"I got the same problem as Greg ... this link seems to work https://www.youtube.com/watch?v=GBWqHfQJY00",2017-03-15 14:45:10.24776,2017-03-15 14:45:10.24776
ded92f4b-eec4-45b1-b4b5-729a9e03e7f3,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,a07b0619-3a58-4604-a5aa-ae2b47f1f7a7,"""Charlie Wilson, Robin..."" This video is no longer available due to a copyright claim by SME.",2017-03-19 17:50:29.877916,2017-03-19 17:50:29.877916
608b368e-6a84-4ec9-a8cf-cd2a46268ec1,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,a07b0619-3a58-4604-a5aa-ae2b47f1f7a7,"This one works for me. https://www.youtube.com/watch?v=e2_jtV2hKPg",2017-03-19 17:56:36.916322,2017-03-19 17:56:36.916322
6f9f2976-7165-4341-8109-aeb9221e9ee4,76e744be-8016-45e5-9e6f-68f98f310ae2,fc02cebe-f3fe-406b-86a3-7f8f1cd7b103,Already posted a month ago,2017-05-23 18:45:14.032484,2017-05-23 18:45:14.032484
e44faab8-d6ce-4500-a0c0-20868a8a5673,f8ff4af7-6be3-4c97-b754-30e80376ca5e,77f28ab6-be10-4ffc-a337-ba64d2c8a808,Thank you Toni !,2017-01-31 20:54:28.882312,2017-01-31 20:54:28.882312
efd862e8-5ccc-4a75-af86-8ad8df8330c0,76e744be-8016-45e5-9e6f-68f98f310ae2,e0f4ea1b-f1fe-498b-b45b-21e19ac2000a,This is the non-remix original version. I like it better than the remix I posted last month!,2017-02-07 01:39:23.806158,2017-02-07 01:39:23.806158
c5f113ee-6c07-4bb7-a19d-9935d43b364a,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,d8dad337-c373-49ca-83a1-1caf333909f7,"I got an ""unavailable"" error.",2017-03-07 01:53:55.699257,2017-03-07 01:53:55.699257
a55cec15-2dd0-4c18-b95a-33cac34c72e0,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,70984120-4074-474d-a135-a4bdc7319727,"""Charlie Wilson ..."" This video is no longer available due to a copyright claim by SME.",2017-03-17 06:07:15.128533,2017-03-17 06:07:15.128533
cb747fbe-9791-4f56-9261-bfe6d3fd0e1c,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,70984120-4074-474d-a135-a4bdc7319727,"https://www.youtube.com/watch?v=b5jNCT9Yd2k works, but it is not the full-length track (only 1:30).",2017-03-17 06:10:07.108088,2017-03-17 06:10:07.108088
e80233fd-242c-45df-a9d1-27566f967afc,76e744be-8016-45e5-9e6f-68f98f310ae2,aff33ddb-8462-4c74-a98d-b2e2d340126d,Late Night Groove!,2017-03-20 20:10:34.464118,2017-03-20 20:10:34.464118
f607ab39-9b46-4359-87b9-d8a65bb73f6e,36e7e58e-6049-4d2d-991e-fa803df9fb71,21ddff34-1ecf-4d86-80f4-82b461b868dd,https://www.youtube.com/watch?v=qA09Dk8IF3w,2017-04-23 14:58:17.899851,2017-04-23 14:58:17.899851
b6905b58-d9a3-4931-a397-5dc177cff8ff,c1f74383-e130-4b0a-82c0-599534035540,fc02cebe-f3fe-406b-86a3-7f8f1cd7b103,Last month suggestion,2017-05-24 14:20:44.917124,2017-05-24 14:20:44.917124
47dfcc6b-780a-49d4-9c48-85873ef26314,f8ff4af7-6be3-4c97-b754-30e80376ca5e,7b154af1-b4c2-45d4-8df0-8fa3036f5be1,Official video : https://youtu.be/RFHHEac83B8,2017-02-03 00:11:56.210761,2017-02-03 00:11:56.210761
25d73a5f-3574-4473-a081-a22515adfb0c,c1f74383-e130-4b0a-82c0-599534035540,330a2043-20e8-450b-8918-3bb3a6fb82de,Very old to me Emily,2017-05-24 14:22:04.826523,2017-05-24 14:22:04.826523
801ac5b5-bb59-4b28-bc51-acdcc799e4fa,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,0df74801-f24c-4536-bfcd-678dd2bbc035,"I got an ""unavailable"" error.",2017-03-08 01:42:07.962115,2017-03-08 01:42:07.962115
7d334e97-f1a9-43de-bd18-e231d5a9887e,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,8d05cddf-354a-4060-ad56-0e3744d6a1fa,I was able to listen to https://www.youtube.com/watch?v=ZtS2dkkc-oY.,2017-03-17 17:52:30.452753,2017-03-17 17:52:30.452753
39643382-bfe0-4392-8728-b692234e33cb,c1f74383-e130-4b0a-82c0-599534035540,c3146a72-911b-41fd-bb8c-a83ca8245f17,Removed Danny !,2017-05-24 14:24:06.28607,2017-05-24 14:24:06.28607
5cc21cfc-e69a-495c-bdb2-92f0d76aa890,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,8ed46973-35f2-41d8-9b97-a7608bd0e4bf,https://www.youtube.com/watch?v=7iUW1eOpFXk was available to me (in the US).,2017-04-25 21:24:35.541164,2017-04-25 21:24:35.541164
f42a97a3-0f7f-4dc0-9ae3-5ccb6caece31,f683699f-bfd6-4119-8054-8fdf83706209,d9bb6a7f-65a1-4b2d-9b6c-84a05b525b0e,"There is a live version available in France: https://www.youtube.com/watch?v=eD9RCF3wZKc",2016-11-14 20:27:38.910278,2016-11-14 20:27:38.910278
a56d7103-e784-4519-9acd-f8a8e8f6e538,aee7f855-ce31-4a54-b295-3e8af58ce7d1,13c273ab-00c7-4780-9f3d-a9776642301c,Top !,2017-02-15 23:42:45.824322,2017-02-15 23:42:45.824322
2d43396b-7eec-45b2-8d5a-6ea76486a004,1a31274b-ee90-4309-b006-3b4b85b77521,0654727a-58d0-4a13-a004-b9bb51a35544,Nice find Mike!,2017-03-09 00:27:45.77095,2017-03-09 00:27:45.77095
