id,top_id,song_id,likes,inserted_at,updated_at,votes,bonus,points,position
4a420327-08c1-4ccd-bb1a-e765d14cdba6,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,11add7cc-c19a-4eaf-be9c-c708d13009e5,3,2016-03-01 15:31:35.773614,2016-03-06 23:10:57.223479,62,0,68,35
65be1a2e-b177-41d8-bbb0-e8c364165e09,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,096deff3-5289-467c-b9bc-5806addf7a46,3,2016-03-01 15:31:35.777821,2016-03-06 23:10:53.077118,58,0,64,36
e0855e92-aeaf-4a69-9440-2f7502fb81b8,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,ee5f9055-b63e-40f2-bad7-3ee4d422633a,0,2016-03-01 15:31:35.781976,2016-03-06 23:10:49.328214,48,4,60,37
bbf2bc82-9aae-4029-bf33-f9cd06e3b56f,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,f98db280-e4a6-48bb-81f5-ae8c59be2eac,3,2016-03-01 15:31:35.786405,2016-03-06 23:11:09.458332,52,0,58,38
a8c214a2-5ff7-4168-9884-f46d7624f0b0,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,b1361def-cf28-481d-855d-a6d697334b03,3,2016-03-01 15:31:35.790541,2016-03-06 23:11:01.232583,39,4,57,39
c5052eda-924e-4413-9af0-ba7d0eccae29,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,3b24081b-f4a7-41d9-b38f-0e11c9c96458,12,2016-03-01 15:31:35.794856,2016-03-06 23:11:23.825976,24,2,54,40
b5d8f382-358f-4dac-8fbd-a26f001af6f3,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,3afdd4c8-5c84-4155-b20a-8b420846b554,1,2016-03-01 15:31:35.798982,2016-03-06 23:11:32.287548,48,0,50,41
9a431916-b05e-49fa-b8d8-d0d1e73e6414,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,daac84be-fb6c-482c-879d-b4c1f2dfa062,2,2016-03-01 15:31:35.803035,2016-03-06 23:11:14.355717,42,1,49,42
a06c8ee5-7ec2-47b0-9a20-391cd224da5f,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,3380bde9-e215-402a-a8a0-8f9e3de34a5a,8,2016-03-01 15:31:35.807093,2016-03-06 23:11:19.695225,30,1,49,43
5289d6b3-669b-4ed1-a6c2-5bb876bbbae3,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,ba24be49-14a2-43c0-8857-3e6670832aa1,2,2016-03-01 15:31:35.815511,2016-03-06 23:11:45.663676,29,4,45,44
5ac87f55-54f0-4811-94da-5e682301a7ec,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,742e21ec-9db7-4089-94f2-049e25002af3,1,2016-03-01 15:31:35.819606,2016-03-06 23:11:41.626787,37,0,39,45
fd498316-7be9-492f-86ec-742db01a0596,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,ffe74be1-cd2a-47af-88d5-2b3253e9524f,0,2016-03-01 15:31:35.823962,2016-03-06 23:11:36.801329,22,2,28,46
85128bb4-e475-4e8a-b98b-ee984fe9aca9,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,b1615d63-883a-46b9-b195-9b4fb1a8e422,4,2016-03-01 15:31:35.82925,2016-03-06 23:11:55.075046,18,0,26,47
587c5285-9eb6-4bf9-8944-a5eb50947b7c,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,a71dccd6-bf26-4d94-9f7e-2cf97641d269,3,2016-03-01 15:31:35.834192,2016-03-06 23:11:49.823546,19,0,25,48
2889e9c2-389a-4d61-afe6-707833f0e4e6,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,af30e405-0f18-4b9f-8efc-9acc4e057456,2,2016-03-01 15:31:35.839358,2016-03-06 23:12:03.764968,21,0,25,49
4a4db599-1635-4367-b574-a58b01070dd1,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,371425e3-4741-4156-803b-c6dc7bb87d53,1,2016-03-01 15:31:35.844741,2016-03-06 23:11:59.748732,23,0,25,50
9081c435-f0c8-4fb9-84ef-a6cfee8747dd,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,277836e4-2ccd-4191-8b00-100e42f2a54e,3,2016-03-01 15:31:35.85592,2016-03-06 23:12:21.005595,18,0,24,51
f4364176-91f0-4aba-b5fd-ea549bc9c2e7,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,e7fd698e-c87a-436c-b535-1704da5ce61e,1,2016-03-01 15:31:35.861276,2016-03-06 23:12:29.621373,16,0,18,52
09943a76-ab08-4db2-82f3-9be4876929c4,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,3dabd919-42f2-4bbc-bfee-c45a39327291,1,2016-03-01 15:31:35.865933,2016-03-06 23:12:07.887222,14,0,16,53
a6af1f5e-857d-4889-bce9-5a7285b683ef,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,8d198448-f51f-4767-8e12-ce3f790f2cdf,1,2016-03-01 15:31:35.870231,2016-03-06 23:12:11.584775,14,0,16,54
614e334a-18e1-4eef-a2ed-76019dfce3c5,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,995cb8e5-30b4-4eca-a6a1-7f075ebadd8a,1,2016-03-01 15:31:35.874352,2016-03-06 23:12:16.515977,13,0,15,55
0da7b339-ffec-42af-a26e-33a48f8674f6,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,03db43ee-6540-48af-badf-4abd04c0480c,2,2016-03-01 15:31:35.879207,2016-03-06 23:12:33.228412,5,0,9,56
efade46b-8863-46ec-973d-db6bb05c7d79,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,fe075872-ea76-4a45-aa69-0ce244074bc1,1,2016-03-01 15:31:35.883519,2016-03-06 23:12:36.894085,6,0,8,57
82f930fa-9667-48ad-b01f-7acc508c0a05,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,ae0b0bd2-313a-4da8-aff5-765188c8b1d0,1,2016-03-01 15:31:35.887502,2016-03-06 23:12:44.187504,2,0,4,58
5d634ffc-6977-4f5a-b7f2-06284b21f9d0,4ce8a436-0ea5-4c4b-87f2-cb7012bedd9e,64195cc4-447b-4f64-96a0-4c5a13aa9025,0,2016-03-01 15:31:35.891851,2016-03-06 23:12:40.693141,2,0,2,59
2c184abb-5b9d-4a16-a310-7214a701a1db,67e72bbd-f426-40af-801d-505ecabee75a,bac2c1de-4dab-4afa-8bfb-349aa7040158,48,2016-03-01 15:31:35.37393,2016-03-06 23:24:08.999391,175,20,243,1
c6e42a11-044f-42b9-97ff-d461ec68d628,67e72bbd-f426-40af-801d-505ecabee75a,5876c4fb-c496-43e9-bba0-fa39ab0285c3,36,2016-03-01 15:31:35.533317,2016-03-06 23:14:40.560633,126,0,162,2
49246d59-16b0-4905-99bb-c6f83d36a769,67e72bbd-f426-40af-801d-505ecabee75a,7c48675b-8989-45bc-9f51-6d7a139f097e,10,2016-03-01 15:31:35.42918,2016-03-06 23:19:35.052853,141,0,151,3
ffbe227d-c74f-4cc5-8544-4a1ee0e1febe,67e72bbd-f426-40af-801d-505ecabee75a,643c29ce-03dc-4ebe-b2cf-ffdf3c545029,8,2016-03-01 15:31:35.475615,2016-03-06 23:19:44.635101,140,0,148,4
5ac760f7-722f-4641-8c1a-6da32663fa2b,67e72bbd-f426-40af-801d-505ecabee75a,144e41ca-676c-460a-8e01-63ce9da7e3a0,18,2016-03-01 15:31:35.524125,2016-03-06 23:20:37.289486,117,0,135,5
9f6bc425-e7dd-4e1b-b32c-162ab464dec7,67e72bbd-f426-40af-801d-505ecabee75a,3b6bcc0a-7fa6-488f-9a7f-4fe7efca6524,32,2016-03-01 15:31:35.496732,2016-03-06 23:17:41.861421,85,18,135,6
44071737-eeac-45f5-af15-724b48e61bec,67e72bbd-f426-40af-801d-505ecabee75a,3835f30a-decb-4cd3-ae1a-bb7fdb91818c,28,2016-03-01 15:31:35.501076,2016-03-06 23:18:00.183193,89,16,133,7
d9876462-1eae-4a78-b57b-15910257eb91,67e72bbd-f426-40af-801d-505ecabee75a,c84adca8-7b31-4081-83f8-a7259cee7c47,30,2016-03-01 15:31:35.466615,2016-03-06 23:16:35.864405,89,10,129,8
096d1fa1-372a-4691-8775-43c892715921,67e72bbd-f426-40af-801d-505ecabee75a,e9a7442a-c9cd-4735-a407-125c1fe8da00,4,2016-03-01 15:31:35.419637,2016-03-06 23:19:19.792324,108,6,118,9
0c6538e0-20cb-4f33-8af0-9f1bceb59d93,67e72bbd-f426-40af-801d-505ecabee75a,8cc7cc65-7f54-48a4-a181-b17c5a7f0c9c,30,2016-03-01 15:31:35.537567,2016-03-06 23:15:21.030981,82,0,112,10
bf1aafb1-5407-48fc-aec2-35c6fe751a3c,67e72bbd-f426-40af-801d-505ecabee75a,18351700-ab0d-4074-a274-788b251cebd3,10,2016-03-01 15:31:35.433601,2016-03-06 23:15:50.52212,75,8,93,11
edd1d34d-fff2-49d7-8de8-d2428b9a7f2a,67e72bbd-f426-40af-801d-505ecabee75a,3c3fc4a8-4eef-4027-85fb-93537426bbc0,18,2016-03-01 15:31:35.514239,2016-03-06 23:20:17.863129,62,6,86,12
d5e9c4e8-3c3c-4d30-8bda-1f756c2cc664,67e72bbd-f426-40af-801d-505ecabee75a,30189db5-c3d0-4888-aca2-d30cce66ddcb,16,2016-03-01 15:31:35.404713,2016-03-06 23:18:35.681933,67,0,83,13
e710d286-5f65-4d17-ba28-0fa87f84ec6a,67e72bbd-f426-40af-801d-505ecabee75a,803df2c5-8632-4b95-9202-424f9948c024,6,2016-03-01 15:31:35.5548,2016-03-06 23:21:20.484609,66,4,76,14
22b680d8-77af-4478-9cda-30be5d600a12,67e72bbd-f426-40af-801d-505ecabee75a,46c90f43-2683-4643-95d7-a7497100e201,2,2016-03-01 15:31:35.518846,2016-03-06 23:20:25.076689,64,0,66,15
c3464884-6abf-483f-9665-36623dda7459,67e72bbd-f426-40af-801d-505ecabee75a,6f349240-5fcb-43b5-8f1e-e4e4090490bb,10,2016-03-01 15:31:35.479969,2016-03-06 23:16:54.977368,41,2,53,16
ce0d5e93-b112-4113-b365-cdae23447da0,67e72bbd-f426-40af-801d-505ecabee75a,da7ac95d-8167-4ab4-9abe-79a712d1c2a7,6,2016-03-01 15:31:35.55923,2016-03-06 23:20:52.955518,43,0,49,17
3e9e4663-d9e9-4fcc-9248-f69778677398,67e72bbd-f426-40af-801d-505ecabee75a,f0bbd598-dd6e-4723-9ef6-3f9bce18ca15,12,2016-03-01 15:31:35.528683,2016-03-06 23:20:43.667215,34,0,46,18
02f309b7-5593-4836-a5bd-ae4d521286a7,67e72bbd-f426-40af-801d-505ecabee75a,1a45a71e-1c42-4278-8504-fb932773b6ab,12,2016-03-01 15:31:35.546503,2016-03-06 23:15:36.623282,32,0,44,19
9c4295c3-c96c-4ed5-aa11-7f0c386b4d84,67e72bbd-f426-40af-801d-505ecabee75a,5b638793-8e24-40de-adc4-021288016e87,12,2016-03-01 15:31:35.367563,2016-03-07 07:10:45.392816,30,0,42,20
8dbaa9c2-f662-45bf-bd64-1896b9faaa9e,67e72bbd-f426-40af-801d-505ecabee75a,a056ad41-9b43-4f4e-833d-73857b96fa2a,12,2016-03-01 15:31:35.505689,2016-03-07 18:08:08.235986,28,0,40,21
edfb75ce-84f9-428f-8583-2b62399346b3,67e72bbd-f426-40af-801d-505ecabee75a,08b92e9f-5680-4930-8397-441300d13ba2,6,2016-03-01 15:31:35.458114,2016-03-06 23:16:05.03899,34,0,40,22
310b9e4c-2f2f-4b28-bab9-769345d26ab1,67e72bbd-f426-40af-801d-505ecabee75a,a1b306cc-4071-4fad-a2fe-b87205fd33bb,6,2016-03-01 15:31:35.379375,2016-03-07 07:15:37.65013,34,0,40,23
2497830c-e0c5-4f8a-b47d-87749def1636,67e72bbd-f426-40af-801d-505ecabee75a,1051276e-e572-4b78-a48f-d83290d5d085,6,2016-03-01 15:31:35.453647,2016-03-06 23:16:00.121453,29,0,35,24
813a797d-4a70-4b57-b8f5-17e5b00792b3,67e72bbd-f426-40af-801d-505ecabee75a,dad5c759-e658-4fc3-9ddb-5faaa6647df8,4,2016-03-01 15:31:35.424614,2016-03-06 23:19:29.827834,29,0,33,25
85e00121-1455-4b3a-9867-4fe19b9c7343,67e72bbd-f426-40af-801d-505ecabee75a,e40ff7d0-593f-4d30-9ab1-345c3b0ffc73,10,2016-03-01 15:31:35.409913,2016-03-06 23:19:24.553913,19,0,29,26
bae5710e-2d29-4d40-9b91-b11a5d5392ac,67e72bbd-f426-40af-801d-505ecabee75a,8abc89df-7580-444f-837e-e949504ebfdd,12,2016-03-01 15:31:35.509954,2016-03-06 23:19:49.714172,17,0,29,27
5289c634-f6c4-4a15-a273-f987ca7e810f,67e72bbd-f426-40af-801d-505ecabee75a,cf485b52-feed-464a-a516-b1658a925367,14,2016-03-01 15:31:35.484297,2016-03-06 23:17:02.283193,14,0,28,28
614e63e5-a8e0-4725-9df6-efcce281ac6f,67e72bbd-f426-40af-801d-505ecabee75a,0ccb9d0c-8c72-4316-ab03-d5ac47724e62,2,2016-03-01 15:31:35.390123,2016-03-06 23:16:46.739429,25,0,27,29
82d44ac3-533a-4d3b-ab1d-4677cd61c853,67e72bbd-f426-40af-801d-505ecabee75a,a17c5200-8b03-455a-9da6-c0c73de83d01,4,2016-03-01 15:31:35.449103,2016-03-06 23:15:55.311023,21,0,25,30
b6f6d6c2-4c58-41c2-9b72-b044d311eac7,67e72bbd-f426-40af-801d-505ecabee75a,c08f8d9d-4cff-4a35-9bfd-a4d11c5f0a5c,12,2016-03-01 15:31:35.563848,2016-03-06 23:21:05.120095,12,0,24,31
68e78559-17fc-450d-a5ff-66074714b8f3,67e72bbd-f426-40af-801d-505ecabee75a,f1d0591b-2eea-42e1-9e4f-67a16e664d10,6,2016-03-01 15:31:35.568002,2016-03-06 23:21:11.676748,17,0,23,32
979550cf-27b6-49ad-9d0f-272415cff036,67e72bbd-f426-40af-801d-505ecabee75a,8d61211a-2196-442e-ba80-fdb41bd62abb,6,2016-03-01 15:31:35.492599,2016-03-06 23:17:12.2689,14,0,20,33
d55c7c35-f2d1-4235-ad26-ece661a88ff4,67e72bbd-f426-40af-801d-505ecabee75a,1fbb8510-e5c1-4338-8467-c5bff158bc3f,2,2016-03-01 15:31:35.541756,2016-03-06 23:15:28.529619,15,0,17,34
e0ea3af5-b9f1-4635-9f63-6df16dbeb639,67e72bbd-f426-40af-801d-505ecabee75a,d657bee8-9c43-4d79-8bed-77256fa4571a,2,2016-03-01 15:31:35.550706,2016-03-06 23:20:47.876026,14,0,16,35
03b5521f-5a7c-43cf-82fa-e2f841b6e784,67e72bbd-f426-40af-801d-505ecabee75a,247049a5-a745-453f-9375-2ce7231bae55,2,2016-03-01 15:31:35.394425,2016-03-06 23:18:19.220225,13,0,15,36
d0dfcd24-9666-42fe-b5fc-29c5b376c5c1,67e72bbd-f426-40af-801d-505ecabee75a,f378f813-e484-4ae7-ba2a-6c1d4b30836e,2,2016-03-01 15:31:35.471133,2016-03-06 23:19:38.998643,7,0,9,37
84ea02fb-9f76-4325-a492-4256630ee7c1,67e72bbd-f426-40af-801d-505ecabee75a,e8d70416-9031-41d0-a731-bbf8fe322f6f,2,2016-03-01 15:31:35.488555,2016-03-06 23:17:06.543064,3,0,5,38
d82c2737-6dfd-474b-b409-80b9f7865e52,67e72bbd-f426-40af-801d-505ecabee75a,1c7d25cd-33d6-4a7e-a094-07ce42cd3637,3,2016-03-01 15:31:35.385099,2016-03-06 23:16:41.145156,0,0,3,39
88b81299-5148-4f38-b713-78644db78dc2,685007b5-39fc-4cb7-8f85-7b372738f525,50a56708-75d0-48e7-bd0d-51582120f272,32,2016-03-29 15:09:06.111504,2016-03-29 15:09:19.904751,156,18,206,1
bc853fd2-1f49-4d83-a016-439a15c1ce59,685007b5-39fc-4cb7-8f85-7b372738f525,2680d552-6a04-4f71-b68f-ad023539c0e6,36,2016-03-29 15:09:26.902487,2016-03-29 15:09:41.370762,118,16,170,2
8af92917-447f-46df-9988-2b8fb9e6c0af,685007b5-39fc-4cb7-8f85-7b372738f525,d224b4cd-4d3b-4e7c-9ebe-f44e71792af4,24,2016-03-29 15:09:56.189797,2016-03-29 15:10:13.043418,133,4,161,3
75ea1cf0-f0f8-441b-a4a9-f5619dc1ec62,685007b5-39fc-4cb7-8f85-7b372738f525,846e0043-f6f1-4e6e-9aca-a8c2524ed908,14,2016-03-29 15:10:22.38811,2016-03-29 15:10:34.790508,113,20,147,4
cfec4417-4119-4d6a-b03c-521e8251095d,685007b5-39fc-4cb7-8f85-7b372738f525,7f9b6ffb-8e65-4aa1-a96b-20c6efaea9fc,26,2016-03-29 15:10:44.021754,2016-03-29 15:10:58.114467,115,0,141,5
e4ae5205-c251-4684-be08-94ff92f5b447,685007b5-39fc-4cb7-8f85-7b372738f525,9a591c80-0f13-4c60-ab87-dd5d9d8e69cf,20,2016-03-29 15:12:23.041567,2016-03-29 15:12:34.653138,114,0,134,6
f91f9014-ab01-4ac5-9ca3-96ceb3b29610,685007b5-39fc-4cb7-8f85-7b372738f525,2ee6ead7-5e78-4cf9-9c9e-901c65bc491d,12,2016-03-29 15:12:43.977947,2016-03-29 15:13:03.196776,102,12,126,7
30050e4d-ff08-4387-a5f0-29195be91a3e,685007b5-39fc-4cb7-8f85-7b372738f525,1282c21d-1c22-4ba1-8122-ddec8da8a6c2,30,2016-03-29 15:13:13.375013,2016-03-29 15:13:26.194629,92,0,122,8
ea4dd7f0-0f44-4b41-b8cc-67fdccc8138f,685007b5-39fc-4cb7-8f85-7b372738f525,7dde34c5-1cfb-46dd-be6f-351f17efd6ce,14,2016-03-29 15:13:33.974139,2016-03-29 15:13:42.810204,89,0,103,9
2362896f-3f65-4e62-a5b0-dcef99915cbb,685007b5-39fc-4cb7-8f85-7b372738f525,c3b97cf4-20a2-4b2e-b7b4-7d9bec6ffebc,4,2016-03-29 15:14:24.693788,2016-03-29 15:14:39.722715,85,0,89,10
ed08d6e8-f42b-40a6-ba54-1c72d927535f,685007b5-39fc-4cb7-8f85-7b372738f525,a2d2ff9b-260b-471e-bea3-f7afb3ccdec2,4,2016-03-29 15:13:52.989838,2016-03-29 15:14:06.974383,71,14,89,11
7ccdebc0-d468-4976-a540-0d8fde217213,685007b5-39fc-4cb7-8f85-7b372738f525,bc0d905e-87fe-472b-88f2-cb58f19b28d3,8,2016-03-29 15:14:48.104197,2016-03-29 15:15:01.433808,57,10,75,12
faf3bf68-75f7-417a-bf5f-9f2c22f9636f,685007b5-39fc-4cb7-8f85-7b372738f525,1d3ce0df-d33c-4c7e-ae2e-8245201d90be,26,2016-03-29 15:15:08.502967,2016-03-29 15:15:18.305229,36,8,70,13
fa324474-3bc4-4fd7-9dac-ff1cdd8a6e92,685007b5-39fc-4cb7-8f85-7b372738f525,f6e87f2d-cffa-4be4-b72a-eeab97b95571,4,2016-03-29 15:15:26.398969,2016-03-29 15:15:39.427278,63,2,69,14
8eca45cf-fbb5-4161-b6d4-616133996e44,685007b5-39fc-4cb7-8f85-7b372738f525,41e13af8-14eb-4fc1-ae4e-9753a1a8837e,22,2016-03-29 15:15:47.832888,2016-03-29 15:16:19.195257,46,0,68,15
