id,artist,title,inserted_at,updated_at,song_url,cover_public_id,cover_version,bpm,user_id,genre
a2961174-6015-453a-a444-a4b9249b262c,MR. PROBZ,Till You're Loved,2017-02-20 23:48:46.806229,2017-02-20 23:48:46.806229,https://youtu.be/_2C1pjQq4VM,covers/wd395gcoa4vuin8c2mp3,1487634491,102,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,rnb
7e443e5b-1e54-4e91-ba69-5690477b6733,JOHN LINDAHL,Gimme One Chance,2016-11-03 18:44:00,2016-11-05 15:41:36.119174,https://www.youtube.com/watch?v=dKkv_gkuIXo,covers/ukgvteghl3isdhtbstvg,1478360469,97,a29dde91-29c7-4fa8-94e8-65a58e38d842,rnb
22416a06-fc57-47b5-9004-695927e33279,BUSTED,On What You're On,2016-10-01 07:16:00,2016-11-26 10:55:17.914777,https://www.youtube.com/watch?v=7YQ_UY11uMw,covers/jjepxk1b4fimcjqavvy9,1480157669,114,3ae49a0a-e95d-45f9-9135-7033326facb7,pop
a2331a03-a344-452c-a0b3-9a4b854fa1b7,KALEO,Way Down We Go,2016-10-01 15:19:00,2016-11-26 10:57:16.002858,https://www.youtube.com/watch?v=0-7IHOXkiV8,covers/egvgplyorffx6nizjcqi,1480157831,83,c1f74383-e130-4b0a-82c0-599534035540,rock
00d68017-40c7-4005-b1c0-203eee3fb641,MØ ,Drum,2016-10-07 17:07:00,2016-11-26 11:27:45.133698,https://www.youtube.com/watch?v=37qvCrbilUk,covers/xybsvajys0qpfux1r993,1475860030,100,6a449bc6-0c12-4d33-99e3-f657504732d2,pop
f8ec5c4b-785b-4ec7-9136-ad401b0ff5f7,JAHKOY,F N Sexy,2016-11-23 08:14:00,2016-12-22 08:19:14.485091,https://youtu.be/nNIKJysL3-k,covers/uesd8ycdcqebiz1gbfy8,1482394529,84,f7feec23-91f0-454d-bd09-16cbe3809a4d,rnb
c2f3a33e-699a-42aa-b59c-d7d01aaf1eac,ELDERBROOK,Difficult to love,2017-05-03 21:00:00,2017-05-06 09:40:27.662834,https://www.youtube.com/watch?v=3mYV2AtuTkk,covers/gvoerndfnmtomkdakmmj,1494063624,116,e3a57bbb-d4b4-44dc-8fc8-5dc593fa4d0c,dance
03bfc5a7-1827-4a62-bab3-ceabed417366,AUSTIN MAHONE,Except For Us,2017-01-13 10:39:00,2017-01-16 05:32:51.369929,https://www.youtube.com/watch?v=BX0IiJB5TJw,covers/yqesnpwhsu87a1l619ey,1484544747,106,c1f74383-e130-4b0a-82c0-599534035540,pop
8a81bb67-334a-4de6-a40f-143f3ba55646,CRIS CAB,Turn Out the Light (Feat. J. Balvin),2016-11-05 15:40:00,2017-03-12 13:50:37.702203,https://youtu.be/t5HMQ-fCzhA,covers/i17ij4lpier1q5qgtfus,1478360371,126,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,rock
f7dcf94f-ca57-4762-85cc-87d9946a7de8,Luke Combs,Hurricane,2017-05-17 17:18:46.262894,2017-05-17 17:18:46.262894,https://youtu.be/BixwVsiDdZM,wsdjs/missing_cover,1,0,744a36a0-2f3e-4594-aeee-eba72c9193f4,country
fee5aaa6-30bf-4548-8121-6ffd3597a139,NATHAN SYKES,There's only one of you,2017-02-14 19:26:00,2017-02-15 11:22:48.770742,https://youtu.be/eN9qeNi8prI,covers/ypd9pnpvpvlvolr7j6al,1487157764,100,36e7e58e-6049-4d2d-991e-fa803df9fb71,acoustic
c4b666a3-c4e8-40e0-bec1-3a5e04d68057,AQUILO,Complication,2017-04-04 15:44:00,2017-04-14 14:58:34.464027,https://www.youtube.com/watch?v=1ImpjNSmsZU,covers/jmawcxv33jaywxhwa7ws,1492181911,95,f1c4798e-cda7-496d-928e-558c651180ce,pop
1e7f9585-88cd-4f17-b113-e0fd9e435035,DNCE,Kissing Strangers (Feat. Nicki Minaj),2017-04-24 01:57:00,2017-04-24 23:18:17.051518,https://www.youtube.com/watch?v=myaN5jTh79o,covers/oeaptasy7jj9d61n6dqq,1493075887,120,36e7e58e-6049-4d2d-991e-fa803df9fb71,dance
4e68f42d-77f0-405a-8fd4-fbcdfd02d842,OCEAN PARK STANDOFF,Good News,2017-04-24 02:02:00,2017-04-24 23:22:43.533356,https://youtu.be/TX9ODx2_Vqk,covers/wgv3c3bvstmbjbowlg3i,1493076160,90,36e7e58e-6049-4d2d-991e-fa803df9fb71,rnb
c89544a0-b328-41d6-8b3c-f44030eb3102,FLORRIE,Hungry Like a Wolf,2017-04-24 23:29:00,2017-04-24 23:30:48.640595,https://nippyspace.com/v/c17beb,covers/eplfdoqgkte1syti047q,1493076595,103,c1f74383-e130-4b0a-82c0-599534035540,pop
accf0c9f-beee-4270-84b2-d458b4da3cf3,LUKAS GRAHAM,You're Not There,2016-11-05 16:58:00,2016-11-18 12:08:27.468582,https://www.youtube.com/watch?v=IC-bSbXZBcU,covers/oaxdkqhujx58iwpkpytc,1478365091,92,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,pop
c52301a1-ff90-4073-bcb9-dcbc1f316dc3,NIALL HORAN,Slow Hands,2017-05-04 18:52:00,2017-05-06 21:59:55.348531,https://www.youtube.com/watch?v=o5FzCz8NC58,covers/bidfgluxxxtnsnj8npn3,1493923950,86,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
757d6421-9978-47c5-8295-d1dc0c407991,JESS BEST,More,2016-11-26 16:01:00,2016-11-26 17:49:15.511745,https://soundcloud.com/jsbest/more,covers/xobwhspkpllm4omd65ku,1480176113,98,7793d29b-5f59-4ec1-bffa-5af22f5ed973,pop
59fde041-d2cf-4579-a601-1535eece044d,RED HOT CHILI PEPPERS,Go Robot,2017-03-13 03:33:00,2017-03-13 05:47:53.383165,https://www.youtube.com/watch?v=HI-8CVixZ5o,covers/imumvmkxlvqvq1l9b1xr,1489384070,132,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,rock
641c64ba-b7fa-43da-b858-311aac1f3a12,FITZ & THE TANTRUMS,Handclap,2016-12-22 11:40:00,2016-12-22 13:25:27.822725,https://youtu.be/Y2V6yjjPbX0,covers/elrj0sm6vazqgzhzslww,1482413118,140,d9cb84d5-2ca9-4e2c-9b76-8f14d2f1bf40,dance
2692e367-5be0-40c6-b686-c46b90046309, Selena Gomez , Bad Liar,2017-05-18 11:01:10.601875,2017-05-18 11:01:10.601875,https://youtu.be/YVtzQms7lps,wsdjs/missing_cover,1,0,d9cb84d5-2ca9-4e2c-9b76-8f14d2f1bf40,pop
e3fd8f93-0970-448e-9fb5-586b52563512,SAVANAH OUTEN,Coins,2017-04-07 16:08:00,2017-04-14 15:00:08.03923,https://www.youtube.com/watch?v=XmEp4DQ1TQs,covers/fuisqppa7vnuzmx7mrxc,1492182004,90,f1c4798e-cda7-496d-928e-558c651180ce,pop
49d7a6fc-b2c2-4bdf-bcb3-9e4bbf168092,BEA MILLER,Burning Bridges,2017-04-26 01:49:00,2017-04-28 23:10:31.920683,https://www.youtube.com/watch?v=iPMfsWgUB_o,covers/y86szllsjotmcgmvgxmk,1493171387,66,0bca2261-7c2c-4ffd-9709-5c9317848d1a,pop
141c264d-d895-47bc-8ff7-be6bcf6cb7a6,SATIN JACKETS,Never Enough ,2017-02-15 10:41:00,2017-02-15 11:21:14.527272,https://www.youtube.com/watch?v=oNPEksFX02o,covers/vmdeyzoene6qzgigsnz6,1487157671,108,a29dde91-29c7-4fa8-94e8-65a58e38d842,pop
01bb0b27-96dd-44e2-b24c-8f5ad24516b2,SELENA GOMEZ,Feel Me,2017-02-15 11:03:00,2017-02-15 13:01:31.556599,https://youtu.be/SM3pmLCd3z8,covers/h9nqrgc3wpnk1u9zrypm,1487163656,100,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
335c5f2f-f6f1-460b-b76a-552c93222266,THE CHAINSMOKERS & COLDPLAY,Something Just Like This,2017-02-23 11:28:56.726336,2017-02-23 11:28:56.726336,https://www.youtube.com/watch?v=FM7MFYoylVs,covers/lhktutg4iq2f1bpcvz9q,1487849330,103,c1f74383-e130-4b0a-82c0-599534035540,pop
34e96512-5403-4ccc-b90c-2619e3289481,JON BELLION,All Time Low,2016-11-26 17:54:26.68599,2016-11-26 17:54:26.68599,https://www.youtube.com/watch?v=AXnqkVTFUqY,covers/hmtohk1qpvzmhfepaxyd,1480182842,91,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
21ddff34-1ecf-4d86-80f4-82b461b868dd,GEORGE MAPLE,Kryptonite,2017-04-07 18:30:00,2017-04-14 15:02:30.033515,https://www.youtube.com/watch?v=EqROJkpjOOY,covers/ahu39tyauyyuufmbsdda,1492182147,102,3ae49a0a-e95d-45f9-9135-7033326facb7,pop
4ac2b99b-f87e-4e98-bab8-cbf94ceaa95c,YOOTH,12345 (Feat. Mo Cushle),2017-01-13 18:12:00,2017-01-16 05:29:05.808707,https://soundcloud.com/yoothofficial/12345-1,covers/smo5vziasxvvt5u6pv35,1484544501,102,3ae49a0a-e95d-45f9-9135-7033326facb7,pop
c3146a72-911b-41fd-bb8c-a83ca8245f17,Liam Payne,Strip That Down2,2017-05-19 14:14:14.712837,2017-05-19 14:14:14.712837,https://www.youtube.com/watch?v=042AWIoJlvU,wsdjs/missing_cover,1,0,f1c4798e-cda7-496d-928e-558c651180ce,dance
e49c20a2-07b2-4ee7-a8c8-ebdc56107d8c,SAGE THE GEMINI,Now & Later,2017-02-01 20:06:00,2017-02-01 23:55:42.808541,https://youtu.be/ACPd7HSZkc0,covers/wwjw9006ncuzhmqmr5ef,1485993337,107,a29dde91-29c7-4fa8-94e8-65a58e38d842,rnb
fe17d8d7-9d67-417d-b9e5-08294fd8ad28,LADY GAGA,The Cure,2017-04-26 12:11:00,2017-04-28 23:11:56.112193,https://youtu.be/vp8VZe5kqEM,covers/a8mbqx2ztdszvr8gcflc,1493421112,98,36e7e58e-6049-4d2d-991e-fa803df9fb71,pop
6627a2bf-dcf0-4950-a783-c0f77806a7c4,AARON CARTER,Sooner or Later,2017-02-15 12:35:00,2017-02-15 13:03:31.029938,https://youtu.be/DTWAavrVNQA,covers/chepktzn75zzuyjtv9jr,1487163807,106,36e7e58e-6049-4d2d-991e-fa803df9fb71,pop
28d2716f-0391-4906-8503-5757bc79539b,TREY SONGS,Playboy,2017-02-24 20:40:00,2017-03-11 13:20:32.093949,https://youtu.be/6G2fyO5ibEE,covers/dyjeay4k6uu9qknik5dx,1489238429,80,7420f94f-03d6-41ba-a456-cd7bff9dcc5d,rnb
608d3f29-a85c-458f-9b7e-73ffe76cc90c,MAYER HAWTHORNE,Someone Like You,2016-11-07 15:09:00,2016-11-18 12:01:09.349351,https://www.youtube.com/watch?v=db5g8IYHNv8,covers/etb3zadiaq8ic5d4bkh2,1479470464,86,f1c4798e-cda7-496d-928e-558c651180ce,soul
e0874ac7-4f9e-4243-8d5d-357888f2c647,BRUNO MARS,Chunky,2016-11-07 15:04:00,2016-11-18 12:07:16.92265,https://youtu.be/oacaq_1TkMU,covers/gcnsd2yqpxft5yprcoll,1479470832,101,f1c4798e-cda7-496d-928e-558c651180ce,rnb
256c178a-180e-41ad-a761-f62788174c1f,OLLY MURS,Better Without You,2016-11-27 09:06:00.640985,2016-11-27 09:06:00.640985,https://youtu.be/7faeY3zRBTE?t=4s,covers/ktmkzrm5aikqgaflwmca,1480237468,95,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
38f3a811-5062-41fe-a112-a8d9a18de810,KENNY CHESNEY,Setting the World on Fire (Feat. Pink),2016-11-27 09:10:12.72999,2016-11-27 09:10:12.72999,https://youtu.be/mDBxlVLTaQA,covers/miirgxdrqclbmvrkz42h,1480237808,94,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,country
621cff5a-2e85-471b-89ef-08d35fd4d628,TINASHE,Touch Pass,2016-11-27 09:14:01.771303,2016-11-27 09:14:01.771303,https://youtu.be/L_O8H5pOmsE,covers/xigyypwfw2ekozajwpdo,1480238039,100,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,rnb
26acd424-3256-45f5-a290-dbde629c9f30,KRIS KROSS & CONOR MAYNARD,Are You Sure (Feat. Ty Dolla $ign),2016-12-23 17:06:00,2016-12-23 23:45:54.131001,https://www.youtube.com/watch?v=AWTREwT-GQI,covers/amyapplyrvigvn47zaki,1482536750,108,3ae49a0a-e95d-45f9-9135-7033326facb7,pop
a32c7099-f101-4b01-8b37-9f4f64056cf2,MAGGIE ROGERS,Alaska,2017-03-16 18:34:00,2017-03-17 05:43:34.082847,https://youtu.be/PNWsW6c6t8g,covers/ubu11j4vsl0e2sa4sb1n,1489689240,0,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,pop
c0747c77-0f1f-49f9-bf4d-2ba5456b9210,ROBIN SCHULZ & DAVID GUETTA & CHEAT CODES,Shed A Light,2017-01-16 21:39:13.360943,2017-01-16 21:39:13.360943,https://www.youtube.com/watch?v=TXRCGKFCH-0,covers/dnjc9lwh9vjs8maibk2u,1484602746,123,0bca2261-7c2c-4ffd-9709-5c9317848d1a,dance
1f2bdb77-de3d-4762-b966-d0de7a4ff2be,LE BOEUF,So Much Love (Feat. Exenia),2017-05-06 22:52:00,2017-05-06 23:58:52.395217,https://youtu.be/-mFMlm5R2r0,covers/ehlxhsvvyleua6vp14au,1494115129,126,d9cb84d5-2ca9-4e2c-9b76-8f14d2f1bf40,dance
c0136e8c-7e64-4d20-8028-04fef8537e2c,TOPIC,Break My Habits,2017-01-16 21:32:00,2017-01-17 23:01:41.27534,https://www.youtube.com/watch?v=RnJ2lp2yFGU,covers/drtkmw61rxwywqlnxxfb,1484602340,73,0bca2261-7c2c-4ffd-9709-5c9317848d1a,pop
58c8a6ed-6af6-40ce-bfcf-96fd0c76affe,STEVE AOKI & LOUIS TOMLINSON,Just Hold On,2017-01-16 21:50:00,2017-01-17 23:04:47.938755,https://www.youtube.com/watch?v=yB_V6XKLQ2M,covers/p61kdkisrvgslvmj7vvv,1484603405,115,0bca2261-7c2c-4ffd-9709-5c9317848d1a,dance
5fa57568-abd7-439e-9b3d-7cfabbf086ba,Liam Payne,Strip That Down3,2017-05-19 18:15:58.606148,2017-05-19 18:15:58.606148,https://www.youtube.com/watch?v=13CdKgFiiXQ,wsdjs/missing_cover,1,106,f1c4798e-cda7-496d-928e-558c651180ce,dance
7a48015d-f8f1-47c4-9c33-3209ef5f98a4,JO HARMAN,When We Were Young,2017-02-16 08:52:34.468022,2017-02-16 08:52:34.468022,https://youtu.be/LyWw7ixwKjs,covers/ute7gy3rsxmyioxtim23,1487234957,102,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,blues
c3fc2edb-4706-4aae-a143-f4f88c80b231,LA STASIA,Let the Music Play (Feat. Konrad Wissmann),2017-04-07 23:38:00,2017-04-14 15:04:06.399754,https://youtu.be/iHefKrdSVW8,covers/irfozo4xwpxjzr2kverf,1492182243,115,36e7e58e-6049-4d2d-991e-fa803df9fb71,dance
d44f93dc-78bd-4d66-925d-0429558fc243,Charlie Puth,River,2017-05-19 19:38:42.362875,2017-05-19 19:38:42.362875,https://www.youtube.com/watch?v=Q7VK0WwAoXQ,wsdjs/missing_cover,1,100,36e7e58e-6049-4d2d-991e-fa803df9fb71,pop
b9b92ffe-9245-43bf-a5e7-9586fcf5ed48,Carmody,Skin,2017-05-19 19:42:31.196602,2017-05-19 19:42:31.196602,https://www.youtube.com/watch?v=qxVzVdGw1tI,wsdjs/missing_cover,1,92,36e7e58e-6049-4d2d-991e-fa803df9fb71,pop
3bc0d8f1-83c9-4331-914c-a6fe51bfc9d5,SAFIA,Over You,2017-04-26 18:48:00,2017-04-28 23:13:18.652331,https://www.youtube.com/watch?v=q5JZM9lvgXo,covers/kpqviqxsnvbwe041shw3,1493420953,89,76e744be-8016-45e5-9e6f-68f98f310ae2,pop
330a2043-20e8-450b-8918-3bb3a6fb82de,Valis Alps,Young,2017-05-19 19:54:29.82923,2017-05-19 19:54:29.82923,https://www.youtube.com/watch?v=yoZPVMEsbeQ,wsdjs/missing_cover,1,94,36e7e58e-6049-4d2d-991e-fa803df9fb71,pop
9e34ea9c-370e-47a8-8fd8-8a12b694b899,MOBY,Porcelain (Arty Remix),2016-11-09 15:35:00,2016-11-18 11:58:44.361365,https://www.youtube.com/watch?v=i_D7Uvf_LEY,covers/d6lh6gwbaw1l1ctdadrb,1479470318,101,a29dde91-29c7-4fa8-94e8-65a58e38d842,pop
cc7a6e97-33a1-4958-aa92-440c0f155bc9,CAPITAL CITIES,Vowels,2016-11-27 16:53:00,2016-11-28 22:57:04.35558,https://www.youtube.com/watch?v=_2DkJjBiCWY,covers/mqejalmfnii8scnr56qr,1480373821,111,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,dance
50c88e8b-0298-4458-952a-16eee45127ac,JAMES ARTHUR,Remember Who I Was,2016-12-24 00:28:02.666454,2016-12-24 00:28:02.666454,https://dbr.ee/cUlQ,covers/xiy3lagldptqoxzcvvks,1482539280,92,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,acoustic
3108291a-071a-4112-bd5b-5c21caf1b2fb,DEEJAY YOUNG,Bøx (Feat. Antonio Fernandez),2017-01-16 23:09:00,2017-01-17 23:06:52.514068,https://www.youtube.com/watch?v=Ihr0TeeRqfQ,covers/t71x526xwrydfy1i9na2,1484694409,95,f7feec23-91f0-454d-bd09-16cbe3809a4d,rnb
78a2e2ea-dea6-481f-93ef-dc4538541739,MAYER HAWTHORNE,Time For Love,2017-02-02 16:35:42.259455,2017-02-02 16:35:42.259455,https://youtu.be/liWueHXJDyw,covers/rplhupgkxksintltropl,1486053207,0,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,rnb
bbc9b51b-f09c-4ed1-b3b8-d0d33cc4a546,T-PAIN,Regular Girl,2017-05-07 04:48:00,2017-05-08 10:38:13.008489,https://youtu.be/Qqm8VJ1RQsM,covers/svs3n9g5slmbndu2ip6w,1494239885,90,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,rnb
173eec4d-d02a-4195-9bab-c44a07bbf2e0,JOHN MAYER,Still feel like your man,2017-02-26 12:02:00,2017-03-11 13:24:48.454151,https://youtu.be/SmYa7pYHU00,covers/o9hpwtouwmscrzzuxvnp,1489238630,108,001ce697-b405-49aa-b259-75ded72afcb2,blues
1e923970-b1a2-4d83-bb12-d064d399d98c,BETH HART,Fire On The Floor,2017-02-17 01:50:00,2017-02-20 23:19:04.039407,https://www.youtube.com/watch?v=sV2BiD9LCn8,covers/wgrg2trpdd9o1bispzzb,1487632706,53,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,blues
2243ad1e-1c49-4aed-9056-5ba79e1ba9f3,MACHINE GUN KELLY,At My Best (Feat. Hailee Steinfeld),2017-03-17 13:01:51.296304,2017-03-17 13:01:51.296304,https://youtu.be/8DQAfm3opdg,covers/qndvzgg52s5mqvwwk3xz,1489755693,85,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,hiphop
39cf9814-af21-4df6-8872-db65cd6b664c,NEW KIDS ON THE BLOCK,One More Night,2017-03-17 13:04:20.536142,2017-03-17 13:04:20.536142,https://youtu.be/wvPKnhEWkaA,covers/cdrllofapoppfqxyc7sm,1489755857,115,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
c9e0b2f3-ad1a-45e9-a8bc-a955677c7ece,ASTRID S,Breathe,2017-03-10 11:08:16.503876,2017-03-17 13:06:59.775056,https://youtu.be/QxkZRsVgECc,covers/wmmt3wjqovdmpl6yfagv,1489143908,97,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,pop
535724a6-d90b-47b7-a4bc-5f3724af8cfd, Katy Perry , Bon Appetit,2017-05-20 00:14:40.750699,2017-05-20 00:14:40.750699,https://youtu.be/MH9ilfAZHOs,wsdjs/missing_cover,1,0,d9cb84d5-2ca9-4e2c-9b76-8f14d2f1bf40,pop
d7fd07bb-9e63-455a-85c0-40dc0c7bfcdf,THE CHAINSMOKERS,It Won't Kill Ya (Feat. Louane),2017-04-08 09:33:00,2017-04-21 05:07:31.098669,https://youtu.be/RxljKS5rc7w,covers/bfhe0zz0bhh1e3xjlxnp,1491644009,85,c1f74383-e130-4b0a-82c0-599534035540,pop
dacc8b43-d0b4-4029-8806-5eccc3baac3f,THE CHAINSMOKERS,Young,2017-04-08 09:37:00,2017-04-21 05:07:55.186005,https://youtu.be/fS7OffmLrf0,covers/iw2pwzdjcg8niqzaqyku,1491644106,103,c1f74383-e130-4b0a-82c0-599534035540,pop
0a96e158-da70-45d0-8d48-274f9c341e95,SHERYL CROW,Halfway There,2017-04-28 05:04:00,2017-04-28 23:07:22.203615,https://www.youtube.com/watch?v=WpHaHNBH_DA,covers/xe3fsnrmdatvsrxobcdt,1493420836,92,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,rock
7f398675-861d-47fb-b57d-5dab6cfd8a5f,ZEDD,Stay (Feat. Alessia Cara),2017-02-27 12:40:00,2017-03-11 13:30:35.426067,https://youtu.be/h--P8HzYZ74,covers/wntdqx4tnnvvqyrmmxbt,1489239029,102,12fa6eef-5bd6-4e8d-999e-1b70ac63dde2,pop
f17b55f6-6c20-45d9-bcd2-391d1e0a65d9,GABRIELLE APLIN,Miss You,2016-11-30 20:57:00,2016-12-21 09:40:31.218684,https://www.youtube.com/watch?v=VAXUcXOoKt8,covers/gnsqv3lbbcdlrtsbotzq,1482313225,101,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,dance
148a9253-bd1e-4d7c-b032-653380f59ea3,OFENBACH,Be Mine,2016-12-24 12:35:19.164265,2016-12-24 12:35:19.164265,https://youtu.be/MjCbM4-Fjeg,covers/bhmlsplquwt3twgurjjl,1482582884,123,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,dance
734b2de2-66e1-4642-9bd7-ad890e7b7ab4,PJ MORTON,How Deep Is Your Love,2017-05-08 10:55:26.074291,2017-05-08 10:55:26.074291,https://www.youtube.com/watch?v=VaeLN1KIfQI,covers/b2k1v90qbfku7o0alleg,1494240923,88,c1f74383-e130-4b0a-82c0-599534035540,soul
93a68b4c-970d-4068-a191-76828d1a2aba,JAX JONES,You Don't Know Me,2017-01-17 07:38:00,2017-01-17 23:10:46.993184,https://www.youtube.com/watch?v=PKB4cioGs98,covers/vjhpjzmm1fwyxzt4xsuu,1484694639,123,a29dde91-29c7-4fa8-94e8-65a58e38d842,pop
8ed46973-35f2-41d8-9b97-a7608bd0e4bf,TESS,Love Gun,2017-03-17 14:44:00,2017-03-18 12:12:18.633799,https://www.youtube.com/watch?v=Gb2DpklW-3o,covers/jgypvhs76xxqgrgaqmli,1489761839,120,d0ec53d3-7f34-451f-9155-74f8ab59f937,pop
9b7e1637-ad9a-4a4e-aba3-c20b0453faf1, NO MONEY KIDS,Black Hole ,2017-04-09 14:37:54.957962,2017-04-09 14:37:54.957962,https://soundcloud.com/nomoneykids/black-hole-1,covers/evfceex0gm9p0aljdlij,1491748449,0,d0ec53d3-7f34-451f-9155-74f8ab59f937,rock
ed7eb1a1-09e9-4043-b9c9-16fe7fa193b4,SOMO,Play (Feat. Maty Noyes),2017-02-02 17:50:00,2017-02-02 23:31:06.132904,https://www.youtube.com/watch?v=Hwa3EHG3lZ4,covers/lzzvhvnubwiuhzbssk78,1486078234,98,f1c4798e-cda7-496d-928e-558c651180ce,rnb
09f7d09d-1c18-4db6-adab-2506f337865b, NO MONEY KIDS,Hear The Silence,2017-04-09 14:41:43.432566,2017-04-09 14:41:43.432566,https://soundcloud.com/nomoneykids/hear-the-silence-1,covers/gwqpmvkygaivdngam2vp,1491748738,0,d0ec53d3-7f34-451f-9155-74f8ab59f937,pop
149f40d1-4287-4554-9df1-ff9c10ecd604,SLENDERBODIES,Gray,2017-02-17 05:23:00,2017-02-20 23:21:19.591168,https://www.youtube.com/watch?v=oi1dK269jm4,covers/pt19mfoys3rxt9lhy9lv,1487632858,96,f7feec23-91f0-454d-bd09-16cbe3809a4d,pop
21f216cf-cede-44fe-b613-32f4d74130b7,Johnny Gill & Jaheim,"5,000 Miles",2017-05-20 05:49:47.126775,2017-05-20 05:49:47.126775,https://www.youtube.com/watch?v=CCIxKl4eNzU,wsdjs/missing_cover,1,90,232c9847-ecdb-4cf0-8e55-3ee5ba44f1d9,soul
1e542e2d-063c-473c-9e57-0229861bc241,REBECCA BLACK,Foolish,2017-04-28 13:07:00,2017-04-28 22:52:37.987295,https://www.youtube.com/watch?v=5WUuR4E-BQA,covers/dick8k1rr3vpi1sx2oui,1493419953,98,76e744be-8016-45e5-9e6f-68f98f310ae2,pop
1dd08c22-bd1a-4e4f-83cc-25298fa2ce40,HAILEE STEINFELD,Most Girls,2017-04-28 13:00:00,2017-04-28 23:04:46.532716,https://www.youtube.com/watch?v=6mTqqloMDjI,covers/z0onw41s5nio1akjn8mr,1493420682,103,76e744be-8016-45e5-9e6f-68f98f310ae2,pop
b10d08ea-8175-4817-b50b-2a3030a6d6aa,WALKER LUKENS,Every Night,2016-11-12 20:07:00,2016-11-18 11:54:55.286818,https://youtu.be/rZhNtYzq0L0,covers/jzinqlsdirfafinfi4uu,1478981184,112,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,rock
0df74801-f24c-4536-bfcd-678dd2bbc035,JUSTIN BIEBER,I Wanna Be,2016-12-25 15:36:00,2017-03-11 16:53:16.610576,https://nippyfile.com/v/8c42b6,covers/mxadrfgpoxdt80aig20c,1482680151,100,c1f74383-e130-4b0a-82c0-599534035540,pop
9a093bfa-8514-4bba-a336-e47bb677a3d6,MIKE POSNER,Be As You are (Jordan XL remix),2016-12-01 00:53:00,2016-12-22 09:39:23.26259,https://youtu.be/rG0saNdT-Hw,covers/wthljphhxncyemxh5ytm,1482399551,85,d9cb84d5-2ca9-4e2c-9b76-8f14d2f1bf40,pop
7340b616-892e-4931-bccf-2c058322bbae,ALEX WHO?,Dirty Little Secret,2017-05-08 18:18:00,2017-05-12 18:43:14.656041,https://www.youtube.com/watch?v=WY5tmB2JDO4,covers/qmjrzeqkjxxyf2ljq1zl,1494614589,120,3ae49a0a-e95d-45f9-9135-7033326facb7,pop
414077ab-9358-40e2-88a2-5ad860dd81da,TAYLOR JOHN WILLIAMS,The Mates of Soul,2017-01-17 14:34:00,2017-01-31 23:28:38.913092,https://youtu.be/CteFRiQRq5I,covers/vjengu9fvjbz5xccvkqf,1484663587,95,490c3d1b-a502-4224-b11e-4eb8f4ea0d18,acoustic
6097c874-8fc1-4be1-a584-e64652254960,SAM HUNT,Body Like a Back Road,2017-02-02 23:27:11.093295,2017-02-05 15:00:36.911125,https://youtu.be/Mdh2p03cRfw,covers/bokfo5ix0yf7l8lrkrsv,1486077289,99,db3c6fe7-78d1-4b41-abe5-eb16f63cc95c,country
b1167eef-32d4-426a-8a18-41b23c985d02,NOAH CYRUS,Make Me Cry (Marshmello Remix),2017-03-17 15:00:00,2017-03-18 12:08:45.395295,https://www.youtube.com/watch?v=Q7xKF0VYNVM,covers/heaonzlopkdhjxhvlosd,1489838921,78,a29dde91-29c7-4fa8-94e8-65a58e38d842,pop
8080ae3f-e62e-400a-b1ff-65f0b7ac5b1b,MAROON 5,Cold (Feat. Future),2017-02-17 20:37:00,2017-02-20 23:23:04.464332,https://www.youtube.com/watch?v=XatXy6ZhKZw,covers/u6ly2caxiqcysvitj3pv,1487632980,100,f885b2c2-8f28-4ab1-996b-09f1e03c48e4,pop
05ce44b5-68a5-4e89-93d2-91f97c1bc7ed,ERIC SAADE,Wide awake,2017-02-17 21:07:00,2017-02-20 23:31:27.61921,https://www.youtube.com/watch?v=VMViOv9UmpM,covers/j4wiidhe0lvogjrenlt4,1487633484,109,766a4db7-ee88-48a1-8014-61ff8a787795,dance
